Respondent_ID,Q1_Gender,Q2_Age_Group,Q3_Annual_Income,Q4_Occupation,Q5_City_Tier,Q6_Handloom_Sarees,Q6_Block_Print_Kurtas_and_Dupatta_Sets,Q6_Handloom_Stoles_and_Scarves,Q6_Artisan_Home_Textiles,Q6_Mens_Handloom_Kurtas_and_Nehru_Jackets,Q7_Banarasi,Q7_Bandhani,Q7_Block_Print,Q7_Chanderi,Q7_Chikankari,Q7_Ikat_Pochampally,Q7_Kalamkari,Q7_Khadi,Q7_Kantha,Q7_Phulkari,Q8_Pure_Cotton,Q8_Cotton-Silk_Blend,Q8_Pure_Silk,Q8_Linen_Cotton-Linen,Q8_Khadi,Q8_Organza_Georgette,Q9_Budget_Per_Purchase,Q10_Matching_Dupatta_Stole,Q10_Handcrafted_Jewellery,Q10_Matching_Footwear_Juttis_Kolhapuris,Q10_Gift_Packaging,Q10_Home_Textile_Matching_Set,Q10_Blouse_Inner_Fabric_Piece,Q10_None__Standalone_only,Q11_Festivals,Q11_Weddings_and_Wedding_Functions,Q11_Office_Corporate_Ethnic_Days,Q11_Casual_Daily_Wear,Q11_Family_Gatherings_and_Pujas,Q11_Gifting_to_Others,Q11_No_Specific_Occasion,Q12_Peak_Shopping_Season,Q13_Purchase_Frequency,Q14_Gift_Handloom_Sarees,Q14_Gift_Stoles_and_Scarves,Q14_Gift_Kurta_Sets,Q14_Gift_Home_Textile_Hampers,Q14_Gift_Curated_Vastraa_Gift_Box,Q14_Gift_I_do_not_gift_ethnic_wear,Q15_Annual_Textile_Spend,Q16_Annual_Gift_Budget,Q17_Brand_D2C_Website,Q17_Instagram_Social_Commerce,Q17_Marketplaces_Amazon_Myntra_Flipkart_Ajio,Q17_Physical_Retail_Exhibitions,Q17_WhatsApp_Shopping,Q17_Local_Weaver_Markets_Haats,Q18_Discovery_Channel,Q19_Style_Preference,Q20_Top_Priority,Q21_Social_Media_Usage,Q22_Online_Purchase_Comfort,Q23_Sustainability_Premium,Q24_Artisan_Story_and_Traceability,Q24_Curated_Collections_by_Occasion_Region,Q24_Easy_Returns_and_Size_Exchange,Q24_Affordable_Pricing_and_Transparency,Q24_Exclusive_Designs,Q24_Loyalty_Rewards_and_Personalization,Q25_Discount_Trigger,Q26_Review_Importance,Q27_Regional_Identity_Influence,Q28_Current_Brand_Source,Q29_Household_Life_Stage,Q30_Purchase_Intent,Q2_Age_Numeric,Q3_Income_Midpoint_Lakhs,Q5_City_Tier_Code,Q9_Budget_Midpoint_INR,Q13_Frequency_Code,Q15_Annual_Spend_Midpoint_INR,Q16_Gift_Budget_Midpoint_INR,Q21_Social_Media_Code,Q22_Online_Trust_Code,Q23_Sustainability_Code,Q26_Review_Code,Q27_Regional_Code,Q30_Purchase_Intent_Binary,Q30_Intent_Code,Derived_Total_Products_Interested,Derived_Total_Styles_Selected,Derived_Total_Occasions,Derived_Total_Addons,Derived_Is_Gifter,Derived_Digital_Readiness_Score,Derived_Estimated_Annual_Value_INR,_Latent_Persona
VSTR_1159,Female,45-54,₹6 - ₹10 Lakhs,Homemaker,Tier-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"₹5,000 - ₹10,000",1,0,0,1,1,1,0,1,1,0,0,0,0,0,Diwali/Navratri Season (Oct-Nov),More than 10 times (Frequent),0,0,0,0,0,1,"₹30,000 - ₹60,000",₹0 (I don't gift textiles),1,0,1,0,0,0,YouTube/Influencer Content,Traditional/Classic,Design & Aesthetic Appeal,30 min - 1 hour,Neutral,Probably not,0,0,0,0,1,1,Bundle Deals,Somewhat Important,I seek diversity from other regions,Directly from weavers/exhibitions,Young Family (Children <12),Likely,50,8.0,2,7500,4,45000,0,2,3,2,3,1,1,4,2,1,2,4,0,2.5,30000,Heritage_Enthusiast
VSTR_1160,Male,25-34,₹10 - ₹15 Lakhs,Salaried Professional,Metro,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"₹5,000 - ₹10,000",0,0,1,0,0,0,0,0,0,0,1,0,1,0,Summer/Eid (Mar-May),1-2 times (Rare),0,0,1,0,0,0,"₹5,000 - ₹15,000","Below ₹2,000",1,1,0,0,0,0,Marketplace Recommendations,Minimalist/Understated,Comfort & Fabric Feel,1 - 2 hours,Very Comfortable,"Yes, definitely",0,1,0,0,0,1,Bundle Deals,Neutral,No - purely design-based,Local boutiques/tailors,Newly Married/Couple,Highly Likely,30,12.5,1,7500,1,10000,1000,3,5,5,2,2,1,5,3,1,2,1,1,4.0,7500,Modern_Minimalist
VSTR_1161,Female,25-34,₹10 - ₹15 Lakhs,Retired,Tier-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"₹5,000 - ₹10,000",1,1,0,0,0,0,0,1,1,0,1,0,0,0,Summer/Eid (Mar-May),6-10 times (Regular),0,0,0,0,0,1,"₹30,000 - ₹60,000",₹0 (I don't gift textiles),0,1,1,0,0,0,Word of Mouth/Recommendations,Traditional/Classic,Brand Reputation & Reviews,30 min - 1 hour,Somewhat Comfortable,Neutral,0,0,1,0,0,1,Free Shipping,Very Important,Strongly Yes,Local boutiques/tailors,Young Family (Children <12),Highly Unlikely,30,12.5,2,7500,3,45000,0,2,4,3,4,4,0,1,1,1,3,2,0,3.0,22500,Modern_Minimalist
VSTR_1162,Male,18-24,₹3 - ₹6 Lakhs,Salaried Professional,Metro,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"₹1,000 - ₹2,500",0,0,1,0,0,0,0,1,1,0,0,1,0,1,Wedding Season (Nov-Feb),6-10 times (Regular),1,1,1,0,0,1,"₹15,000 - ₹30,000","Below ₹2,000",0,0,1,0,0,1,Word of Mouth/Recommendations,Bold/Statement,Design & Aesthetic Appeal,Less than 30 min,Somewhat Comfortable,Probably yes,1,0,0,0,0,1,Free Shipping,Somewhat Important,No - purely design-based,"Instagram/D2C brands (Suta, Okhai, etc.)",Joint Family/Multi-generational,Highly Likely,21,4.5,1,1750,3,22500,1000,1,4,4,3,2,1,5,2,3,4,1,1,2.5,5250,Young_Trendsetter
VSTR_1163,Male,25-34,₹10 - ₹15 Lakhs,Freelancer / Gig Worker,Metro,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,"₹5,000 - ₹10,000",1,1,1,0,0,0,0,0,1,0,0,0,1,0,I shop evenly throughout the year,More than 10 times (Frequent),0,1,1,0,0,0,"₹15,000 - ₹30,000","Below ₹2,000",1,1,0,0,0,0,YouTube/Influencer Content,Bold/Statement,Comfort & Fabric Feel,More than 4 hours,Very Comfortable,Neutral,0,0,0,1,0,1,Festive Limited-Edition Drops,Somewhat Important,Strongly Yes,Myntra/Ajio/Amazon,Established Family (Children 12+),Likely,30,12.5,1,7500,4,22500,1000,5,5,3,3,4,1,4,4,3,2,3,1,5.0,30000,Young_Trendsetter
VSTR_1164,Female,25-34,₹10 - ₹15 Lakhs,Salaried Professional,Tier-1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"₹10,000 - ₹20,000",1,0,0,0,0,0,0,0,1,1,0,1,1,0,Festive + New Year (Dec-Jan),3-5 times (Occasional),0,0,1,0,0,0,"₹30,000 - ₹60,000","Below ₹2,000",1,1,0,0,0,0,YouTube/Influencer Content,Indo-Western Fusion,Design & Aesthetic Appeal,More than 4 hours,Very Comfortable,Probably yes,1,0,0,0,1,0,Festive Limited-Edition Drops,Somewhat Important,I seek diversity from other regions,"Instagram/D2C brands (Suta, Okhai, etc.)",Newly Married/Couple,Likely,30,12.5,2,15000,2,45000,1000,5,5,4,3,1,1,4,4,2,4,1,1,5.0,30000,Modern_Minimalist
VSTR_1165,Male,18-24,₹6 - ₹10 Lakhs,Freelancer / Gig Worker,Metro,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"₹5,000 - ₹10,000",0,1,0,1,0,0,0,1,1,1,0,1,0,0,Summer/Eid (Mar-May),3-5 times (Occasional),1,0,0,0,1,0,"Below ₹5,000","Below ₹2,000",0,0,0,0,1,1,Word of Mouth/Recommendations,Contemporary Ethnic,Authenticity of Craft,More than 4 hours,Very Comfortable,Neutral,1,1,0,0,0,0,Bundle Deals,Somewhat Important,Strongly Yes,Directly from weavers/exhibitions,Joint Family/Multi-generational,Highly Likely,21,8.0,1,7500,2,3000,1000,5,5,3,3,4,1,5,1,1,4,2,1,5.0,15000,Heritage_Enthusiast
VSTR_1166,Female,25-34,Below ₹3 Lakhs,Freelancer / Gig Worker,Tier-3 / Small Town / Rural,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"₹1,000 - ₹2,500",1,1,0,1,0,0,0,1,0,0,0,1,0,0,Festive + New Year (Dec-Jan),6-10 times (Regular),1,1,0,1,0,0,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),0,0,1,0,0,1,Marketplace Recommendations,Bold/Statement,Comfort & Fabric Feel,1 - 2 hours,Neutral,"Yes, definitely",1,1,0,0,0,0,Festive Limited-Edition Drops,Very Important,Strongly Yes,No go-to source - I shop around,Single/Living alone,Highly Likely,30,2.0,4,1750,3,22500,0,3,3,5,4,4,1,5,2,2,2,3,0,3.0,5250,Heritage_Enthusiast
VSTR_1167,Female,55+,₹15 - ₹25 Lakhs,Retired,Metro,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,"₹10,000 - ₹20,000",1,0,1,1,0,0,0,1,1,0,1,1,0,0,Wedding Season (Nov-Feb),More than 10 times (Frequent),0,0,0,0,0,1,"₹30,000 - ₹60,000",₹0 (I don't gift textiles),1,0,0,1,0,0,Word of Mouth/Recommendations,Traditional/Classic,Authenticity of Craft,Less than 30 min,Neutral,Neutral,1,0,0,0,0,1,Flat Percentage Discount,Somewhat Important,I seek diversity from other regions,Local boutiques/tailors,Empty Nester,Likely,60,20.0,1,15000,4,45000,0,1,3,3,3,1,1,4,2,3,4,3,0,2.0,60000,Heritage_Enthusiast
VSTR_1168,Female,18-24,₹3 - ₹6 Lakhs,Student,Metro,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"Below ₹1,000",0,0,0,0,0,0,1,1,1,1,0,0,0,0,Sale/Discount Seasons only,More than 10 times (Frequent),0,0,0,0,0,1,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),1,0,0,0,1,0,Marketplace Recommendations,Traditional/Classic,Price/Value for Money,More than 4 hours,Very Comfortable,Probably not,0,0,1,1,0,0,Loyalty Points/Cashback,Neutral,No - purely design-based,Local boutiques/tailors,Single/Living alone,Highly Likely,21,4.5,1,700,4,22500,0,5,5,2,2,2,1,5,2,1,3,0,0,5.0,2800,Budget_Explorer
VSTR_1169,Male,35-44,₹6 - ₹10 Lakhs,Salaried Professional,Metro,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,"₹5,000 - ₹10,000",1,0,0,0,1,0,0,0,1,0,1,1,1,1,Diwali/Navratri Season (Oct-Nov),6-10 times (Regular),0,1,0,0,0,0,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),0,0,0,1,0,1,Instagram/Facebook Ads & Reels,Traditional/Classic,Authenticity of Craft,30 min - 1 hour,Somewhat Comfortable,Probably yes,1,1,0,0,0,0,First Purchase/Welcome Offer,Very Important,Somewhat Yes,Directly from weavers/exhibitions,Young Family (Children <12),Likely,40,8.0,1,7500,3,22500,0,2,4,4,4,3,1,4,4,3,5,2,0,3.0,22500,Heritage_Enthusiast
VSTR_1170,Male,25-34,₹3 - ₹6 Lakhs,Salaried Professional,Tier-2,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,"₹1,000 - ₹2,500",0,0,1,0,0,0,0,0,0,0,1,1,1,0,Wedding Season (Nov-Feb),More than 10 times (Frequent),0,1,1,0,0,0,"₹5,000 - ₹15,000","Below ₹2,000",0,1,0,1,0,0,Word of Mouth/Recommendations,Minimalist/Understated,Design & Aesthetic Appeal,30 min - 1 hour,Somewhat Comfortable,Probably yes,1,1,0,0,0,0,Bundle Deals,Somewhat Important,Somewhat Yes,"Instagram/D2C brands (Suta, Okhai, etc.)",Newly Married/Couple,Likely,30,4.5,3,1750,4,10000,1000,2,4,4,3,3,1,4,3,2,3,1,1,3.0,7000,Modern_Minimalist
VSTR_1171,Female,35-44,₹6 - ₹10 Lakhs,Salaried Professional,Tier-1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,"₹2,500 - ₹5,000",0,0,0,0,0,0,1,0,0,1,0,0,1,0,I shop evenly throughout the year,3-5 times (Occasional),1,1,1,0,0,0,"₹5,000 - ₹15,000","Below ₹2,000",1,1,0,0,0,0,Word of Mouth/Recommendations,Minimalist/Understated,Design & Aesthetic Appeal,30 min - 1 hour,Somewhat Comfortable,Probably yes,0,1,0,0,1,0,Bundle Deals,Very Important,I seek diversity from other regions,Myntra/Ajio/Amazon,Single/Living alone,Highly Likely,40,8.0,2,3750,2,10000,1000,2,4,4,4,1,1,5,1,3,2,0,1,3.0,7500,Modern_Minimalist
VSTR_1172,Non-binary / Prefer not to say,25-34,₹15 - ₹25 Lakhs,Freelancer / Gig Worker,Tier-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,"₹10,000 - ₹20,000",0,0,0,0,0,0,1,1,0,0,1,0,0,1,Wedding Season (Nov-Feb),3-5 times (Occasional),0,0,0,0,0,0,"₹15,000 - ₹30,000","₹2,000 - ₹5,000",1,1,0,0,0,0,Instagram/Facebook Ads & Reels,Contemporary Ethnic,Brand Reputation & Reviews,Less than 30 min,Somewhat Uncomfortable,Probably yes,0,1,0,0,0,1,Festive Limited-Edition Drops,Neutral,I seek diversity from other regions,No go-to source - I shop around,Young Family (Children <12),Likely,30,20.0,2,15000,2,22500,3500,1,2,4,2,1,1,4,3,1,3,0,1,1.5,30000,Young_Trendsetter
VSTR_1173,Female,18-24,₹3 - ₹6 Lakhs,Student,Metro,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"₹5,000 - ₹10,000",1,1,0,0,0,0,0,1,1,0,0,1,1,0,Diwali/Navratri Season (Oct-Nov),More than 10 times (Frequent),0,1,0,1,1,0,"₹60,000 - ₹1,00,000","Below ₹2,000",0,0,0,0,1,1,Google Search,Indo-Western Fusion,Price/Value for Money,1 - 2 hours,Very Comfortable,"Yes, definitely",1,0,0,0,0,1,Free Shipping,Neutral,No - purely design-based,BIBA/W/Aurelia/Global Desi,Joint Family/Multi-generational,Highly Likely,21,4.5,1,7500,4,80000,1000,3,5,5,2,2,1,5,4,2,4,2,1,4.0,30000,Premium_Connoisseur
VSTR_1174,Male,18-24,₹6 - ₹10 Lakhs,Student,Metro,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,"₹2,500 - ₹5,000",1,0,1,0,0,0,0,1,1,1,1,0,0,1,Sale/Discount Seasons only,6-10 times (Regular),0,0,0,1,0,0,"₹15,000 - ₹30,000","₹2,000 - ₹5,000",0,1,1,0,0,0,Instagram/Facebook Ads & Reels,Indo-Western Fusion,Brand Reputation & Reviews,More than 4 hours,Very Comfortable,Probably yes,1,0,1,0,0,0,First Purchase/Welcome Offer,Very Important,Somewhat Yes,BIBA/W/Aurelia/Global Desi,Single/Living alone,Highly Likely,21,8.0,1,3750,3,22500,3500,5,5,4,4,3,1,5,3,2,5,2,1,5.0,11250,Young_Trendsetter
VSTR_1175,Female,18-24,Below ₹3 Lakhs,Student,Tier-1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"Below ₹1,000",0,1,0,0,1,0,0,1,0,0,0,0,0,1,Sale/Discount Seasons only,3-5 times (Occasional),0,0,1,0,0,0,"Below ₹5,000",₹0 (I don't gift textiles),0,1,0,0,0,1,Fashion Exhibitions & Melas,Indo-Western Fusion,Design & Aesthetic Appeal,1 - 2 hours,Somewhat Comfortable,Probably yes,0,0,1,0,1,0,Festive Limited-Edition Drops,Neutral,Strongly Yes,Myntra/Ajio/Amazon,Single/Living alone,Neutral,21,2.0,2,700,2,3000,0,3,4,4,2,4,0,3,2,2,2,2,0,3.5,1400,Young_Trendsetter
VSTR_1176,Female,18-24,₹6 - ₹10 Lakhs,Student,Tier-2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"Below ₹1,000",0,1,1,0,0,0,0,1,0,0,0,1,0,0,Summer/Eid (Mar-May),1-2 times (Rare),1,1,0,0,0,0,"₹5,000 - ₹15,000","Below ₹2,000",1,0,1,0,0,0,Fashion Exhibitions & Melas,Minimalist/Understated,Price/Value for Money,2 - 4 hours,Very Comfortable,"Yes, definitely",0,0,0,1,0,1,Free Shipping,Very Important,Somewhat Yes,Directly from weavers/exhibitions,Single/Living alone,Likely,21,8.0,3,700,1,10000,1000,4,5,5,4,3,1,4,2,2,2,2,1,4.5,700,Budget_Explorer
VSTR_1177,Female,35-44,Above ₹25 Lakhs,Salaried Professional,Tier-3 / Small Town / Rural,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"Above ₹20,000",1,0,0,0,0,0,0,1,1,0,0,1,1,0,Sale/Discount Seasons only,6-10 times (Regular),1,1,1,1,0,0,"₹60,000 - ₹1,00,000","Above ₹25,000",1,0,1,0,0,0,YouTube/Influencer Content,Indo-Western Fusion,Brand Reputation & Reviews,1 - 2 hours,Neutral,"Yes, definitely",1,1,0,0,0,0,Bundle Deals,Somewhat Important,No - purely design-based,BIBA/W/Aurelia/Global Desi,Young Family (Children <12),Unlikely,40,35.0,4,30000,3,80000,35000,3,3,5,3,2,0,2,1,3,4,1,1,3.0,90000,Gift_Buyer
VSTR_1178,Male,45-54,₹15 - ₹25 Lakhs,Retired,Metro,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,"Above ₹20,000",0,0,0,0,0,0,0,0,1,0,1,0,1,1,Wedding Season (Nov-Feb),3-5 times (Occasional),0,1,1,1,1,0,"Above ₹1,00,000","Below ₹2,000",1,1,0,0,0,0,Marketplace Recommendations,Traditional/Classic,Design & Aesthetic Appeal,1 - 2 hours,Very Comfortable,"Yes, definitely",0,0,1,0,1,0,Loyalty Points/Cashback,Somewhat Important,Somewhat Yes,FabIndia/Good Earth/Nicobar,Single/Living alone,Highly Likely,50,20.0,1,30000,2,150000,1000,3,5,5,3,3,1,5,3,3,4,0,1,4.0,60000,Premium_Connoisseur
VSTR_1179,Female,45-54,₹3 - ₹6 Lakhs,Homemaker,Tier-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,"Below ₹1,000",0,0,0,0,0,0,1,1,0,0,1,0,0,0,Wedding Season (Nov-Feb),6-10 times (Regular),0,0,0,0,0,1,"₹30,000 - ₹60,000",₹0 (I don't gift textiles),0,0,1,0,1,0,Fashion Exhibitions & Melas,Contemporary Ethnic,Price/Value for Money,2 - 4 hours,Somewhat Comfortable,Probably not,1,0,0,1,0,0,Flat Percentage Discount,Neutral,Strongly Yes,No go-to source - I shop around,Established Family (Children 12+),Unlikely,50,4.5,2,700,3,45000,0,4,4,2,2,4,0,2,1,2,2,0,0,4.0,2100,Budget_Explorer
VSTR_1180,Female,35-44,₹3 - ₹6 Lakhs,Student,Tier-3 / Small Town / Rural,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,"₹2,500 - ₹5,000",1,0,0,0,0,1,0,1,0,0,0,0,0,0,Diwali/Navratri Season (Oct-Nov),3-5 times (Occasional),0,1,1,1,1,0,"Below ₹5,000","Below ₹2,000",0,0,1,1,0,0,Instagram/Facebook Ads & Reels,Indo-Western Fusion,Authenticity of Craft,2 - 4 hours,Neutral,"Yes, definitely",0,1,0,1,0,0,Free Shipping,Very Important,I seek diversity from other regions,Myntra/Ajio/Amazon,Joint Family/Multi-generational,Unlikely,40,4.5,4,3750,2,3000,1000,4,3,5,4,1,0,2,3,2,1,2,1,3.5,7500,Modern_Minimalist
VSTR_1181,Non-binary / Prefer not to say,18-24,Below ₹3 Lakhs,Student,Tier-1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,"Below ₹1,000",1,0,0,0,1,1,0,1,1,1,0,0,0,0,I shop evenly throughout the year,3-5 times (Occasional),0,0,0,0,0,0,"Below ₹5,000",₹0 (I don't gift textiles),0,1,1,0,0,0,Instagram/Facebook Ads & Reels,Minimalist/Understated,Price/Value for Money,2 - 4 hours,Somewhat Comfortable,Neutral,1,0,0,1,0,0,Bundle Deals,Very Important,No - purely design-based,Myntra/Ajio/Amazon,Joint Family/Multi-generational,Neutral,21,2.0,2,700,2,3000,0,4,4,3,4,2,0,3,2,2,3,3,0,4.0,1400,Budget_Explorer
VSTR_1182,Male,25-34,₹3 - ₹6 Lakhs,Salaried Professional,Tier-2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"Below ₹1,000",0,0,0,0,0,0,1,1,0,0,0,0,0,0,I shop evenly throughout the year,More than 10 times (Frequent),0,1,0,0,0,0,"₹15,000 - ₹30,000","Below ₹2,000",1,1,0,0,0,0,Instagram/Facebook Ads & Reels,Indo-Western Fusion,Brand Reputation & Reviews,30 min - 1 hour,Somewhat Comfortable,Neutral,0,0,0,1,1,0,Festive Limited-Edition Drops,Not Important,Strongly Yes,"Instagram/D2C brands (Suta, Okhai, etc.)",Newly Married/Couple,Highly Likely,30,4.5,3,700,4,22500,1000,2,4,3,1,4,1,5,3,2,1,0,1,3.0,2800,Young_Trendsetter
VSTR_1183,Female,25-34,₹15 - ₹25 Lakhs,Salaried Professional,Metro,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"Above ₹20,000",0,1,0,0,1,1,0,1,0,0,0,1,0,0,I shop evenly throughout the year,6-10 times (Regular),1,1,0,1,0,0,"Above ₹1,00,000","₹5,000 - ₹10,000",0,1,0,0,0,1,Word of Mouth/Recommendations,Minimalist/Understated,Authenticity of Craft,Less than 30 min,Somewhat Comfortable,Neutral,0,0,0,1,1,0,Loyalty Points/Cashback,Very Important,I seek diversity from other regions,FabIndia/Good Earth/Nicobar,Established Family (Children 12+),Highly Likely,30,20.0,1,30000,3,150000,7500,1,4,3,4,1,1,5,2,3,2,3,1,2.5,90000,Premium_Connoisseur
VSTR_1184,Female,25-34,₹6 - ₹10 Lakhs,Homemaker,Tier-3 / Small Town / Rural,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,"₹5,000 - ₹10,000",0,1,1,0,0,0,0,0,1,1,1,0,0,1,Diwali/Navratri Season (Oct-Nov),3-5 times (Occasional),0,0,0,0,0,0,"₹5,000 - ₹15,000",₹0 (I don't gift textiles),0,0,1,1,0,0,Marketplace Recommendations,Indo-Western Fusion,Authenticity of Craft,30 min - 1 hour,Neutral,Probably yes,0,1,0,1,0,0,Flat Percentage Discount,Neutral,Somewhat Yes,Myntra/Ajio/Amazon,Single/Living alone,Highly Unlikely,30,8.0,4,7500,2,10000,0,2,3,4,2,3,0,1,1,3,4,2,0,2.5,15000,Young_Trendsetter
VSTR_1185,Male,25-34,₹3 - ₹6 Lakhs,Homemaker,Tier-2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,"₹1,000 - ₹2,500",0,0,0,0,0,0,1,1,0,1,1,0,0,0,I shop evenly throughout the year,3-5 times (Occasional),1,0,0,1,0,0,"₹5,000 - ₹15,000","₹2,000 - ₹5,000",1,0,1,0,0,0,YouTube/Influencer Content,Contemporary Ethnic,Brand Reputation & Reviews,1 - 2 hours,Somewhat Comfortable,Probably yes,0,0,1,0,1,0,Loyalty Points/Cashback,Somewhat Important,No - purely design-based,"Instagram/D2C brands (Suta, Okhai, etc.)",Joint Family/Multi-generational,Neutral,30,4.5,3,1750,2,10000,3500,3,4,4,3,2,0,3,4,1,3,0,1,3.5,3500,Young_Trendsetter
VSTR_1186,Female,25-34,₹10 - ₹15 Lakhs,Homemaker,Tier-3 / Small Town / Rural,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"₹5,000 - ₹10,000",1,1,0,0,0,1,0,1,0,0,0,1,0,0,Diwali/Navratri Season (Oct-Nov),3-5 times (Occasional),1,1,0,0,0,0,"₹15,000 - ₹30,000","Below ₹2,000",0,0,1,0,0,1,Fashion Exhibitions & Melas,Traditional/Classic,Authenticity of Craft,Less than 30 min,Very Uncomfortable,Probably yes,0,1,1,0,0,0,Bundle Deals,Somewhat Important,Somewhat Yes,Local boutiques/tailors,Newly Married/Couple,Unlikely,30,12.5,4,7500,2,22500,1000,1,1,4,3,3,0,2,1,3,2,3,1,1.0,15000,Heritage_Enthusiast
VSTR_1187,Female,25-34,₹6 - ₹10 Lakhs,Homemaker,Tier-2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"₹2,500 - ₹5,000",0,0,0,0,0,1,0,0,1,0,0,0,1,0,Diwali/Navratri Season (Oct-Nov),6-10 times (Regular),1,1,0,0,0,0,"₹15,000 - ₹30,000","Below ₹2,000",0,1,1,0,0,0,Instagram/Facebook Ads & Reels,Indo-Western Fusion,Brand Reputation & Reviews,2 - 4 hours,Neutral,Probably yes,0,1,0,0,0,1,Flat Percentage Discount,Very Important,Somewhat Yes,Directly from weavers/exhibitions,Young Family (Children <12),Unlikely,30,8.0,3,3750,3,22500,1000,4,3,4,4,3,0,2,2,1,2,1,1,3.5,11250,Heritage_Enthusiast
VSTR_1188,Male,25-34,₹6 - ₹10 Lakhs,Student,Tier-1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,"₹2,500 - ₹5,000",0,0,1,0,0,0,0,1,0,0,1,0,1,1,I shop evenly throughout the year,3-5 times (Occasional),0,0,0,0,0,1,"₹5,000 - ₹15,000",₹0 (I don't gift textiles),1,0,1,0,0,0,Google Search,Traditional/Classic,Design & Aesthetic Appeal,1 - 2 hours,Neutral,Probably yes,1,0,1,0,0,0,Free Shipping,Somewhat Important,I seek diversity from other regions,No go-to source - I shop around,Young Family (Children <12),Likely,30,8.0,2,3750,2,10000,0,3,3,4,3,1,1,4,3,2,4,1,0,3.0,7500,Modern_Minimalist
VSTR_1189,Male,45-54,₹3 - ₹6 Lakhs,Retired,Tier-3 / Small Town / Rural,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,"₹1,000 - ₹2,500",1,1,0,1,0,0,0,1,0,0,0,0,1,0,Wedding Season (Nov-Feb),3-5 times (Occasional),1,1,0,1,1,0,"₹15,000 - ₹30,000","₹5,000 - ₹10,000",0,1,0,1,0,0,Word of Mouth/Recommendations,Minimalist/Understated,Authenticity of Craft,More than 4 hours,Neutral,Neutral,1,1,0,0,0,0,Bundle Deals,Very Important,I seek diversity from other regions,No go-to source - I shop around,Joint Family/Multi-generational,Neutral,50,4.5,4,1750,2,22500,7500,5,3,3,4,1,0,3,1,2,2,3,1,4.0,3500,Gift_Buyer
